Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712810460.32,0,0,39.5,0.0,0.0,0.0,28.12697265625,31.04237085818296,1007.028348035232,51.92875362603736,232431.5
1712810462.29,0,0,39.0,0.0,0.0,0.0,28.12619140625,31.04785721231677,1007.0166962761438,52.02624795152366,234979.5
1712810464.32,0,0,46.5,0.0,0.0,0.0,28.1239453125,31.042100254467886,1007.019003382214,52.006943528923195,233313.0
1712810466.25,0,0,46.5,0.0,0.0,0.0,28.1239453125,31.042100254467886,1007.019003382214,52.006943528923195,233313.0
1712810468.33,0,0,40.0,0.0,0.0,0.0,28.12287109375,31.03922613849973,1007.0215322369451,51.985783645222824,233895.5
1712810470.3,0,0,31.5,0.0,0.0,0.0,28.1208203125,31.03070914986979,1007.0189871323262,52.00707945805843,233727.5
1712810472.32,0,0,33.5,0.0,0.0,0.0,28.117695312499997,31.035985681895387,1007.0155197129404,52.0360926818084,232085.0
1712810474.29,0,0,35.0,0.0,0.0,0.0,28.11681640625,31.03590705715894,1007.0123336316682,52.062751941162276,230377.5
1712810476.3,0,0,35.0,0.0,0.0,0.0,28.1157421875,31.03025533806394,1007.0036463171823,52.13544255356075,234477.5
1712810478.29,0,0,35.5,0.0,0.0,0.0,28.11408203125,31.032884875846975,1007.0069270108925,52.10799154385148,233730.5
1712810480.32,0,0,35.0,0.0,0.0,0.0,28.11212890625,31.024377047045704,1007.0036814022185,52.135148974412864,233976.0
1712810482.3,0,0,32.5,0.0,0.0,0.0,28.110859375,31.0242636421265,1007.0041600763582,52.13114369422884,232983.0
1712810484.32,0,0,36.0,0.0,0.0,0.0,28.109296875,31.029679499004796,1007.001563596606,52.15286967688448,233728.5
